n,url,label,description
374,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30519&level=0","沒有這種會談，可以得知目前兩國的關係，對於國際關係來說是一種不穩定的象徵，無論會談的結果如何，能夠維持表面上的穩定仍然是兩國之間必須的平衡。4106037021",""
375,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30825&level=0","北韓做事出爾反爾已經不是一天兩天的事情，總是對外說要放棄核武，不任意動用核武，為的只是不希望在國際上受到壓迫，等到實際發生動亂戰爭時，想必又是會搬出核武，畢竟他們是少數擁有核武的國家，所以仍需在對北韓做進一步的觀察。4103053130",""
376,"liang-han-hui-tan-jiang-wei-dong-ya-qing-shi-dai-lai-he-ping?partial=30867&level=0","在近日川金會看似非常順利且樂觀的進行下，川普於召開的記者會中表示，金正恩已經在文件中確認他將全面去核的決心。金正恩也在會中表示已經摧毀豐溪里核試場，也將摧毀另一場地。對於是否能驗證北韓確實去核，或是有無相關保證、時間表，川普回答，美方會繼續確認，但需要先建立一定的信任基礎，同時，也會請各國的專家進行研究，甚至進入北韓實際確認是否去核。因此，長年下來的核武威脅，看來已經不是北韓在未來所採取的政治及經濟手段了，我認為，南北韓的雙向友好，已經不再是紙上談兵。4106021012",""
377,"mei-guo-ying-chu-bing-gong-da-yi-la-ke?partial=31774&level=0","美国可能說謊",""
378,"mei-guo-ying-chu-bing-gong-da-yi-la-ke?partial=31778&level=0","如果我們繼續下去，他們就會超過我們6c26",""
379,"mei-guo-ying-chu-bing-gong-da-yi-la-ke?partial=31784&level=0","死人",""
380,"mei-guo-ying-chu-bing-gong-da-yi-la-ke?partial=31955&level=0","6a11 會令很多人死亡",""
381,"nu-xing-bi-nan-xing-you-yue?partial=29025&level=0","6a18因為男性做事衝動，而女性比較冷靜。",""
382,"nu-xing-bi-nan-xing-you-yue?partial=29028&level=0","有時男生的朋友圈比女性更多",""
383,"nu-xing-bi-nan-xing-you-yue?partial=29029&level=0","蘇格蘭有男生穿短裙",""
384,"nu-xing-bi-nan-xing-you-yue?partial=29030&level=0","例如平均寿命，女性绝对得天独厚。2015年，美国女性的平均寿命预测为81.6，男性为76.9。同年在中国，女性平均寿命预测是77.6, 男性是74.6。如果你是个女性，那么很有可能你会比同龄丈夫或男伴活得更长。不仅我们人类有这个情况，其它生物也有。首先，女婴来到这个世界上时，比男婴更健壮，存活率更高。这个区别一直延伸到老年。",""
385,"nu-xing-bi-nan-xing-you-yue?partial=29037&level=0","但問題是誰比誰優越，不能中立",""
386,"nu-xing-bi-nan-xing-you-yue?partial=29038&level=0","我不認為，因為有研究顯示女性專注力及平衡力都比男性好。",""
387,"nu-xing-bi-nan-xing-you-yue?partial=29039&level=0","6a26做(某些)事情奇不奇怪不代表那人是否優越",""
388,"nu-xing-bi-nan-xing-you-yue?partial=29040&level=0","very good",""
389,"nu-xing-bi-nan-xing-you-yue?partial=29048&level=0","原因在哪",""
390,"nu-xing-bi-nan-xing-you-yue?partial=29049&level=0","如果沒有男人的精子，只有卵子，都不能生育",""
391,"nu-xing-bi-nan-xing-you-yue?partial=29051&level=0","沒有原因，不支持還要使用因為，證明男性非常粗心大意，較愚蠢",""
392,"nu-xing-bi-nan-xing-you-yue?partial=29052&level=0","沒錯就例如：林鄭月娥能成為行政長官一樣沒有人能確定到誰比誰優越",""
393,"nu-xing-bi-nan-xing-you-yue?partial=29056&level=0","女性的言語天份比男性高",""
394,"nu-xing-bi-nan-xing-you-yue?partial=29063&level=0","男性也可以10分細心^_^!",""
395,"nu-xing-bi-nan-xing-you-yue?partial=29064&level=0","6a18女性學習語言能力較強幼兒發育指標:能掌握50个词语这一里程碑，女孩是18个月，男孩是22个(平均水平)。自閉症---该病症的一个指标為语言發育落后，其發病男女比例为4比1.语言發育遲缓（非自闭症）的發病率男女比例也是大概4比1.",""
396,"nu-xing-bi-nan-xing-you-yue?partial=29069&level=0","而且老一輩的人都講女孩👧是比男孩👦乖巧的",""
397,"nu-xing-bi-nan-xing-you-yue?partial=29070&level=0","朋友圈能力不代表那人是否優越，而是性格和交友態度的問題",""
398,"nu-xing-bi-nan-xing-you-yue?partial=29073&level=0","LD是个隐性缺陷，在学龄前儿童中很难发现，多在入学后逐渐表现出来读写、计算方面的学习困难。国外报道多在3%～5%之间。国内报道为6.6%，男女比例为4.3:1。按DSM-Ⅳ诊断标准，学龄儿童患病率在3%～8%之间，男明显多于女，比例约为4:1左右；而且倾向将其归为学习障碍和沟通障碍两大部分，前者包括阅读障碍、数学障碍和书写障碍；后者则包括语音障碍、言语流畅性障碍（口吃）、语言表达障碍和表达-接受型障碍。",""
399,"quan-qiu-nuan-hua-shi-ge-pian-ju-jiao-xue-yong?partial=32855&level=0","目前氣候變遷的跡象明確，氣溫也越來越高",""
400,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32098&level=0","4106021022我同意上述的看法，因為在目前尚未確定核災地區食品完全無疑慮的情況下，屈就於經濟發展而貿然同意核食進口可能對人民的健康造成傷害。政府應該思考檢驗核食的配套，如果確認安全無虞再進口；否則，目前國人是不會輕易允許進口的。",""
401,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32102&level=0","正如你的觀點所言，福島的產品輻射量都已經經過檢測而且低於檢測值，目前不存在著福島的商品有輻射的證據，因此我們也無法判定福島的食品即為有害食品，我認為應該開放福島食品，不但正如上述所言，透過這次公投也可以發現日本相當重視這次的議題，如果台灣遲遲無法通過這項程序，我認為日本會與我們有所距離4106021018",""
402,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32104&level=0","我認為有沒有疑慮跟大眾心理是有關聯的。就像台中空汙問題，前任市長也是找了許多的專家背書，再三強調，台中空氣是有變好的，又或是提供大量數據，告訴大眾近年台中空氣是越來越好的，所以請大眾不用疑慮。這樣的資訊是傳達給市民了，但就有因此改善市民的疑慮嗎？民眾仍然會害怕，仍然會感覺空氣是越來越差，更甚至將身體的不適都怪罪於空汙問題。我想核災食品也給我類似的想法，由於等待反應結果的時間太長，就算專家背書了，又或者是天皇吃了幾口，真的就能改善台灣民眾的疑慮嗎？除外，日本政府說福島核災的輻射劑量大約是車諾比核災的1/10倍，但是至今車諾比已過了近三十年仍然像個空城，農作輻射仍然超標。4106013052",""
403,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32105&level=0","4106044039我也同意這位同學的說法。我認為就像今天老師有說，如果日本天皇、日本首相、甚至大部分日本國民都有在食用以上區域之食物，並且沒有任何問題的話，真的沒有必要說一定要抵制，畢竟，抵制之後會發生的後果可能會有很多是不堪設想的，我們應該多多給台灣民眾一些正確的觀念！",""
404,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32106&level=0","只要註明清楚，讓覺得有疑慮的消費者能夠決定是否要購買，也就不需要禁止日本福島與周邊的食品進口了。禁止進口日本福島食品也有傷台日長久維持的和諧關係，也使台灣加入經貿團體增加了難度，甚至在未來會遭受WTO制裁的後果。（4107032047）",""
405,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32109&level=0","這個方法乍看之下好像取得了平衡點，但我認為不太可行，基改食品因為目前仍無法證明對人體有害，所以進行標示讓消費者自行選購。但輻射食品卻是已經證實會危害健康，若是比照基改的做法去販賣，我想在看到包裝上標明「可能有輻射污染」大多數的消費者是不會買單的，至少接受度應該會比基改還要更低。如此一來若是照樣進口，必定會大量滯銷，除非有辦法解決這個問題，不然對台灣經濟還是會有很大的影響。4105043028",""
406,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32112&level=0","日本是一個很嚴謹的國家，若是經過日本檢驗認為核區食品是對人體沒有健康危害，那我認為就是安全的。除此之外，台灣本身對於輻射污染的食品檢驗也很嚴格。因此我認為食品本身沒問題，只是很多人的心理因素覺得沒有辦法接受而已。4104043036",""
407,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32118&level=0","但是日本是相當嚴謹的國家，他們會出口的食品一定是經過他們的嚴格檢測，比起其他國家為了利益不計安全問題的出口，日本人是更不想背負出口不合格食品的惡名的。4106032016",""
408,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32120&level=0","我相信日本政府會嚴格把關這些地區的食品，一定會將有疑慮的食品捨棄，有過安全標準的才出口，日本人的做事態度是世界上數一數二嚴謹的，我是願意相信日本政府的，只是如果真的進口了我還是少買為上策，但我是支持進口的，以維持WTO的原則。行銷二 4106044042 彭康閔",""
409,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32127&level=0","你知道日本政府拿出多少數據來證明福島地區的安全性嗎？假定日本真能證明其科學上的安全性，你覺得臺灣民意會接受嗎？民眾真能在了解科學上的安全是什麼意思嗎？光是國內對食品安全的宣導就已經七零八落了，怎麼能指望民眾對國外食品安全性的了解呢？",""
410,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32129&level=0","贊同這位同學所說的，我們不能確保核食是否對身體有害，畢竟輻射對於動植物的傷害有時候是不明顯的，有可能只是一個基因的改變，但當吃到肚子經代謝後，那一個基因可能會在我們體內造成影響，或是慢性，或是立即。但因為我們也有吃其他東西，所以當影響比較嚴重時造成身體不適，常常我們也不會很明確的知道是由什麼食物所造成的，若不斷的食用，當累積毒素或突變基因到一定程度，就已經來不及了。現在探討的問題只是要不要進口，當然如果有標示清楚，要不要購買就是消費者自身的選擇，為了整體國家在國際上的利益，我認為是不用到很強硬的表明拒絕核食進口，當核食沒有市場的時候自然就會慢慢被淘汰掉。4106037036",""
411,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32134&level=0","的確，如果能夠拿出檢驗報告證明福島的核食是不會對人體造成傷害的，可能人民對於進口核食的意願會高出許多。相反的若是真的對人體有不良影響，我們真的應該堅持拒絕進口，即便這樣可能會造成我們和日本在其他方面交流上的一些疙瘩。4107044032 行銷一 林辰芸",""
412,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32136&level=0","確實需要提出有利的證據來證明核食是否的的有安全疑慮。或許核食的安全性只是三人成虎，但這也是因為政府沒有多研究此問題，導致人民只能自己胡亂猜測，變得跟無頭蒼蠅一般。身為一個理科組的人，還是講求事事求證據，不會一股腦的往人多的地方衝，期盼政府能提供有利的文獻供民眾閱讀。4105037016",""
413,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32154&level=0","不是每個人都懂得分辨，且「上有政策，下有對策」，又會有廠商標示不清、混淆視聽的問題，若外面餐廳、小吃店為節省成本或其他原因買了福島周邊的食品來做料理，也會產生問題。我想與其讓有疑慮的東西在市面上流通，引發恐慌，不如不要進口。講白一點，就像美國垃圾食物的問題一樣，教育程度高收入也高的人們懂得保護自己，教育程度低收入低的人們因為缺乏知識或生計問題而吃下這樣的食物，這樣不是間接傷害他們嗎？4107032012",""
414,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32163&level=0","我認為確實只要做好把關，確認核災地區的食品安全無虞，就可以開放進口。但有疑慮的是台灣市場上的資訊不對等。標示上寫著“無輻射汙染”就要相信它真的無汙染嗎？其中可能的是檢驗不確實、檢驗結果不具信服力，可能是民眾對於輻射汙染的不了解，可能是消費者已經不再相信包裝上的標語，更嚴重的可能是黑心廠商下的騙人標語。這些都是開放進口前必須想好對策、實施解決方法的問題。4106032013",""
415,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32179&level=0","4104036060在消費者自由選擇輻射食品或者基改食品有兩個前提：1.資訊對稱性。消費者需要掌握足夠的資訊取得能力，生產者像是餐廳、小吃店或者超市、傳統市場等，前端鏈販售者需要提供足夠資訊給消費者。然而，消費者能完全確定買的是不是輻射食品或基改食品嗎？2.貧富與資源分配。較弱勢的消費者在錢不夠或者接受物資補助時，有選擇的餘地嗎？綜合上述兩點，不論是否開放進口，我認為最重要的是消費者“知”的權利需要被注重，生產者需要提供足夠資訊。",""
416,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32180&level=0","4107061118 機械一 丁昶勛我認為這個公投案本身就有問題，反對應該是要有科學根據，但現在台灣的社會氛圍顯然充滿著情緒化，被政客利用來打選戰，很多人民甚至是不清不楚地就投下反核食，我認為若食物真的無安全疑慮，政府應該加強宣傳，並拿出有公信力的報告數據，讓人民更加了解",""
417,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32182&level=0","不僅如此，在沒有足夠的數據證明該食品遭受汙染並對人體有害的情況下，政府冒然的禁止進口不僅是破壞公平自由交易的原則，也讓國內消費者的選擇權利受限制，在沒有足夠的認知和討論之下若做出此舉，可能會遭到國際的譴責和貿易制裁，最終仍是百姓受害。（4104044019 行銷四）",""
418,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32183&level=0","4106013008 歷史二 劉慶祥只要標示明確，其實會在意的人自然就會有依據可以去決定是否購買這些充滿爭議的產品。在民主社會裡面，人人都有絕對的選擇權。你可以選擇你想要的，但不能杜絕你不喜歡選項的存在。只要在資訊對等且充足的情況下，它不損害到你、或者社會大眾的權益，你有決定不選擇他。但一切都建立在尊重的前提之下，個人的好惡不應該左右別人支持這個選項。於這個事件上也是一樣，不應該只因為覺得自己不想吃核災區出產的產品就輕易否決別國進口的權利。國家在這個事件上應該做好產地標示的把關，而消費者應該正視自己選擇的權利而不是把一切責任推諉給政府。",""
419,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32191&level=0","「有害」並不代表「完全不能碰」,多數人常會將兩者劃上等號。我覺得不用這樣小題大做，一切都是劑量的問題，輻射照射在食品上也是很常使用的一種殺菌原理，但也不見有人在擔心。雖然不能保證不會有漏網之魚，但能在市面上看到的產品都是經過一層層把關的。況且一個人是要一口氣吃下多少公斤的核食才會造成健康危害？可能一輩子都無法達到有害的程度，而且我不認為消費者會持續購買同一種產品，三餐都是同一種菜色，在有搭配其他食物的情況下，要達到該劑量就更為困難了。不需要在聽到輻射會對健康造成危害就完全抵制，所有東西都有他的安全劑量，就算是水，喝多了也是會出事的，難道也要因此不喝水嗎？這就有點本末導致了。4105043028",""
420,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32233&level=0","輻射汙染是很難被消除的，況且日本人對有輻射汙染疑慮的產品都不敢吃了，又為什麼是我們外國人要吃呢？雖然 311是個很大的傷痛，但是我們還是要在不傷害自己的前提下維持原則，而如果這又牽扯到政治、經貿的話，那我們依然可以選擇不買，不過擺在架上的輻射汙染產品還是會影響我們的健康。4106044017 行銷二",""
421,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32327&level=0","確實經過嚴格檢驗後，如果通過檢驗的話，即便進口也沒什麼關係，只是可能還是要特別標出產地，如此一來，若大眾都還是覺得它有安全上的疑慮，自然就不會去購買，而它也會自然地被市場淘汰掉，所以禁不禁止進口其實根本就不重要，它自然就會被民眾選擇。(4105021004)",""
422,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32345&level=0","這些地區出產的食品經歐盟、美國等過檢驗都是符合標準的，況且，就連台灣本地的食品都不一定能保證零檢出有害物質，本來就有一定人體可容許的劑量。就像基改食品一樣，至少在目前可測試的項目上都是符合安全標準的，那就應該開放進口，若不想食用，那也是消費者的選擇問題。4106063009",""
423,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32348&level=0","4106054121 物理二 孫銘謙福島五縣食品能出口到全世界，那就表示食品安全這件事本身是合格的。儘管許多檢驗結果合格，仍然有許多人覺得不安全，因為有太多人不相信科學，太多人因為對輻射不了解而產生恐懼。反正比照韓國的例子，台灣遲早要進口那些食品的，既然有些人的恐懼無法消除，最簡單的方法就是標示清楚，不敢買、不想買的人自然不會買。",""
424,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32352&level=0","然而這還是對台日間的關係產生了影響，畢竟日本的民族主義強盛，對於排斥或質疑日本物品的行為，在大眾間一定會有撻伐聲浪，況且還是一個國家以公投方式決定並通過，對於日本人來說一定會有所不滿，就如同遭背叛一樣，很容易被人炒作而引發各種問題。4105062051 土木3",""
425,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32359&level=0","台灣想要加入CPTPP，但是本身在國際就相對弱勢，又和日本有摩擦之下，實在難以在國際地位上有所提升。韓國的判例能作為借鏡。台灣要在保護自己國民，又想要提升國際地位，禁止進口核食是沒辦法的。開放進口，再作好配套措施，例如標明產地、抽檢、名列清楚的生產過程......等等。讓消費者能夠選擇，避免不肖廠商謀取暴利，保護人民食的安全更為重要。4105054028",""
426,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32362&level=0","我和這位同學的見解和看法秉持著相同的觀念，其實不只是公投所造成的爭議與後果，我們更應該要了事情的本質，並從最初為何要考慮開放進口的優缺點探討起，公投只是個形式，不管這次的公投是否公正與具可看性、參考性，我們應該要好好地透過媒體，或是宣傳和辯論、舉辦公聽會的方式，讓民眾了解進口核災區食品的好壞處，可能造成的隱慮，並接過重重關卡和檢驗後，再決定是否可以接受和讓政府通過進口。4106032014",""
427,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32370&level=0","基於目前國際情勢，以及進口核食會對於台灣加入國際組織有影響，我個人是贊同進口核食的，但就如同這位同學所說，該由市場機制來決定，政府能在外包裝上註明標記這是來自日本的核食，消費者也能透過這種辦法自行判斷是否要進行購買。便可以一舉兩得，而且核食的疑慮其實也要許多方面的檢測才行，消費者本身也要有能力去查資料來斷定等。4106036023",""
428,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32371&level=0","基於目前國際情勢，以及進口核食會對於台灣加入國際組織有影響，我個人是贊同進口核食的，但就如同這位同學所說，該由市場機制來決定，政府能在外包裝上註明標記這是來自日本的核食，消費者也能透過這種辦法自行判斷是否要進行購買。便可以一舉兩得，而且核食的疑慮其實也要許多方面的檢測才行，消費者本身也要有能力去查資料來斷定等。4106036023",""
429,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32372&level=0","因為我們對於資訊的不正確度，導致公投呈現出這種結果，我認為這次已經是多數暴力的投票方式了，網路上的假資訊當道，人民素質的不足，把這種議題政治化，覺得非常的遺憾。日本對於出口的任何產品都有做各種形式的檢驗，對於日本人的精神，這點我是非常信任的，所以他們是不會把檢驗不合格的東西出口給其他國家的。4105054133 曾敬允",""
430,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32580&level=0","在日本國內使用此品牌的手機而造成資訊上的洩漏並非花錢就能解決的問題，更何況還有可能會影響到日本的國安問題，一旦讓敵人知道自己的弱點在哪裡的話，後果完全不能想像，因此我認為這個做法是正確的。4107032039 園藝一 林煜翔",""
431,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32588&level=0","在國安方面未雨籌謀確實非常必要，何況目前是資訊的時代，幾乎所有資訊都可以利用3c設備來作監控或盜取，日本也不是第一個對華為有所提防的國家，使用一個不公開，資訊不透明的設備難保會有資訊洩漏的問題，安全資訊的洩漏可不是一天兩天可以解決的4106021018",""
432,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32594&level=0","中美貿易戰搞不好會變成全球貿易選邊站的局勢了。華為會被美國視為眼中釘很可能是因為在世界的通訊科技方面已經數一數二了，又在歐美市場中佔有一定的銷量。日本這舉動對我來說有討好美國的感覺，也或許可能是利用這個貿易戰的機會，從中美兩國獲得利益最大化吧。 4104011037",""
433,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32599&level=0","停只使用華為多一層保障絕對是好了，也不只日本這樣，就不會顯得刻意排擠，而在世界各國中遭到撻伐等等，百益無一害這是可想而知的，接下來就等著看中美貿易戰的後續了 4105062051 土木3",""
434,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32600&level=0","停只使用華為多一層保障絕對是好了，也不只日本這樣，就不會顯得刻意排擠，而在世界各國中遭到撻伐等等，百益無一害這是可想而知的，接下來就等著看中美貿易戰的後續了 4105062051 土木3",""
435,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32601&level=0","我也覺得日本這麼做一定是有他的考量，畢竟這攸關人民的隱私嚴重甚至是危及國家的安全，雖然沒有明確的證據但我覺得這是不能冒險及輕忽的，何況美國和一些歐洲國家也已經採取了行動，中日關係想必多少都會有影響，但日本並不孤單且我想中國也應該想到這個結果了吧4107033002 邱舒莛",""
436,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32602&level=0","4106042022就我認為,這和中美貿易戰真的有一定的關聯性因為講真的,如果對於中國製的產品有疑慮的話那怎麼就不會想說其他國家也是一樣的呢如果中國說有可能有竊聽的可能性,那誰能保證其他國家不會嗎中國崛起必當是現今的趨勢,而貿易戰也依然火熱日本始終還是得選擇靠攏其中一方,而有此可以看出來日本是較偏向美方的",""
437,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32608&level=0","或許目前沒有決定性的證據指出華為設備不安全，但我認為日本的作法是合理的。事先防範總比真的出事後再來煩惱要來的好。畢竟這關係到國安問題，並不是兩個人之間的事，「再多給他們機會」是在「即使出事了，也不會造成重大影響」的前提下才能成立的，相信各國政府都不願意冒這個險。若等到國內資訊因此被竊取，那就真的一發不可收拾了4105043028",""
438,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32611&level=0","中國華為是一間背景複雜的公司，許多高層都有軍事背景，曾經為解放軍的管理階層。歐洲跟日本對於這樣背景的公司有所疑慮也是在所難免，畢竟對於一間通訊相關的公司，高層組成的背景如此特殊是前所未有，所以我認為就這點看來防範是有必要的。況且這層禁令也只限於跟國安相關的政府單位，一般人民人有選擇華為設備的機會，所以我認為不至於到不合理4106013008 歷史二 劉慶祥",""
439,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32612&level=0","日本此刻突然宣布禁用華為的產品，不僅受到中國大使館的強烈譴責，日本網友也指出這可能是牽扯到有關政治的問題，即便官方的說法是因為安全隱私的疑慮（當然這個也是考慮在內的其中之一元素），我覺得更有可能的是順應現在美國的政策，在美中貿易戰選邊站。4107044032 行銷一林辰芸",""
440,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32614&level=0","我認為日本反對華為產品，若是以國土安全為由也不無道理，畢竟是他國推出的產品，有疑慮也是合理的。但日本使用華為產品的時間也不短了，卻在這麼敏感的時間點反對，不免讓人聯想到是否與美中貿易戰有關。4104043036",""
441,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32616&level=0","不論是人民的隱私，還是國家安全都非常重要，該有的權利就該站出來捍衛，況且中國政府連自己國內的人民都嚴密監控了，所以我認為日本停用華為手機是合理的作法，等到真的發現資訊外洩，就來不及了4107032012",""
442,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32618&level=0","我想日本對華為設備的禁用,安全因素是次要原因,主要還是因為中美貿易戰的因素以及未來科技市場發展有關,由國際局勢來做決定,至於華為設備對國家資料是否安全還是有疑慮的,但也不能不防範未然,所以禁用似乎也有其考量。4107032018 園藝一",""
443,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32637&level=0","4105064154 褚懿德 電機三如果要說日本禁止華為裝置是否具有合理性，是合理的，但是你不會因為拉麵是安全的食物就天天吃，一定是有其他的原因，才讓日本做這樣的決定，所以重要的是那個原因，對於無意義的裝置是用來竊取資料的說法，只是符合現況的假設，並不是真的發現是用來竊聽，不然怎麼可能會有其他國家還敢使用華為的商品，因為美國現在跟中國的關西非常尷尬，甚至還打著貿易戰，因此以日本的立場，跟著美國禁止華為的產品，是對中國的打壓，又具有一定的合理性，中國也沒辦法提出異音。",""
444,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32644&level=0","贊成這位同學所說的，畢竟是外商公司 ，我想不論今天是華為還是其他國家的外商公司，任何一個國家在面臨選擇時都會保持疑慮，這是很正常的。但若只禁止一個國家的外商公司，這就很有可能另有隱情了，否則應該對其他國家的外商公司也會禁止才是。而我們也無法知曉日方對於此事的確切想法，只能繼續看後續發展。4106037036",""
445,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32645&level=0","4107061118 機械一 丁昶勛在這網路資訊發達的時代，重要資訊及機密資料外洩是不可容許發生的，抱著寧可錯殺一人，也不能有漏網之魚的發生，日本那麼做確實可以體諒理解，但這一切也可能只是日本自導自演，為了迎合美國罷了",""
446,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32648&level=0","4104044034日本在國際上與中國並非相同陣線，故作出如此決定儘管看起來破壞自由貿易精神，但為了保護自身情資安全，採取極端手段也是無可避免的。且會做出如此決定，想必也是經過慎重考慮，畢竟禁止某國產品輸入對兩方定會造成不良的影響。",""
447,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32661&level=0","現在因為科技的進步，許多重要資訊都是電子化保存，不像以前都是以紙本方式保存，一但使用電子化保存就容易因為網路的發達而被竊取。我認為日本因為華為的產品有安全的疑慮而禁用是合理的決定，如果等到發生問題之後才禁用那可能已經造成無法挽回的傷害了，既然如此何不提早做好防護措施，因此為了能確實保護好國家的資料，這樣保守的決定是必須的。(4105021024)",""
448,"ri-ben-you-yu-an-quan-yuan-yin-jin-yong-hua-wei-she-bei-shi-he-li-de?partial=32681&level=0","任何與國家內部機密有關的設備都不應該假手於外人，不論是中國還是哪個國家都是有疑慮的。我覺得要防就應該防到底，最好是使用自己國家所生產的設備。今天只能說中國的問題被關注了，所以才知道有這樣的疑慮，但是並不代表其他國家生產的設備就沒有這個問題。4105036025",""
